!,Experiment ID,,Field Overlay ID,Seasonal Strategy ID,"Name of experiment, field test or survey",Treatment Name,4-character Climate ID code,Climate replication number for multiple realizations of weather data (ask Alex),Region ID,Regional stratum identification number,RAP ID,"Management regimen ID, for multiple management regimens per RAP",Names of institutions involved in collection of field or survey data,"Crop rotation indicator (=1 to indicate that this is a continuous, multi-year simulation, =0 for single year simulations)",Weather station ID,Soil ID,Site Latitude,Site Longitude,Crop type (common name) ,Crop model-specific cultivar ID,Cultivar name,Start of simulation date,Planting date,"Observed harvested yield, dry weight",Observed total above-ground biomass at harvest,Observed harvest date,Total number of irrigation events,Total amount of irrigation,Type of irrigation application,Total number of fertilizer applications,Total N applied,Total P applied,Total K applied,Manure and applied oganic matter,Total number of tillage applications,"Tillage type (hand, animal or mechanized)","Short name of crop model used for simulations (e.g., DSSAT, APSIM, Aquacrop, STICS, etc.)",Model name and version number of the crop model used to generate simulated outputs,"Simulated harvest yield, dry matter","Simulated above-ground biomass at harvest, dry matter",Simulated anthesis date,Simulated maturity date,Simulated harvest date,"Simulated leaf area index, maximum",Total precipitation from planting to harvest,"Simulated evapotranspiration, planting to harvest",Simulated N uptake during season,Simulated N leached up to harvest maturity,
!,text,number,text,text,text,text,code,number,code,number,code,code,text,number,text,text,decimal degrees,decimal degrees,text,text,text,yyyy-mm-dd,yyyy-mm-dd,kg/ha,kg/ha,yyyy-mm-dd,number,mm,text,number,kg[N]/ha,kg[P]/ha,kg[K]/ha,kg/ha,#,text,text,text,kg/ha,kg/ha,yyyy-mm-dd,yyyy-mm-dd,yyyy-mm-dd,m2/m2,mm,mm,kg/ha,kg/ha,
#,EID,RUN#,FIELD_OVERLAY,SEASONAL_STRATEGY,EXNAME,TRT_NAME,CLIM_ID,CLIM_REP,REG_ID,STRATUM,RAP_ID,MAN_ID,INSTITUTION,ROTATION,WST_ID,SOIL_ID,FL_LAT,FL_LONG,CRID_text,CUL_ID,CUL_NAME,SDAT,PDATE,HWAH,CWAH,HDATE,IR#C,IR_TOT,IROP_text,FE_#,FEN_TOT,FEP_TOT,FEK_TOT,OM_TOT,TI_#,TIIMP_text,CROP_MODEL,MODEL_VER,HWAH_S,CWAH_S,ADAT_S,MDAT_S,HADAT_S,LAIX_S,PRCP_S,ETCP_S,NUCM_S,NLCM_S,
*,"MACH0001_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0001_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1999-03-16,1999-04-15,1601,,1999-09-12,,,"",2,3,0,0,7141,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","588","1992","1999-06-06","1999-08-08","1999-08-08","0.9","57.5","126.2","38","0"
*,"MACH0002_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0002_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235063,-1.9527,37.3876,"Maize",990003,"SHORT SEASON",1999-09-12,1999-10-12,148,,2000-03-15,,,"",2,3,0,0,751,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","4171","8687","1999-12-14","2000-02-07","2000-02-07","1.1","400.1","357.0","87","3"
*,"MACH0003_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0003_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235024,-1.9516,37.3912,"Maize",990003,"SHORT SEASON",1999-01-15,1999-02-14,632,,1999-09-12,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","2501","4567","1999-04-02","1999-05-25","1999-05-25","0.5","214.2","273.6","37","0"
*,"MACH0004_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0004_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235024,-1.9516,37.3912,"Maize",990003,"SHORT SEASON",1999-09-12,1999-10-12,1131,,2000-03-15,,,"",2,3,0,0,153,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","2595","5965","1999-12-14","2000-02-07","2000-02-07","0.8","400.1","326.3","55","3"
*,"MACH0006_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0006_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK07,TOA0252082,-2.3449,38.1217,"Maize",990003,"SHORT SEASON",1999-10-12,1999-11-11,67,,2000-05-14,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","963","4338","1999-12-28","2000-02-10","2000-02-10","1.1","336.4","259.8","35","15"
*,"MACH0007_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0007_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235054,-1.4265,37.4866,"Maize",990003,"SHORT SEASON",2000-03-15,2000-04-14,1695,,2000-08-12,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","797","2335","2000-06-05","2000-08-06","2000-08-06","0.9","17.2","93.4","33","0"
*,"MACH0012_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0012_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,105,,2000-03-15,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","0","24","","1999-09-21","1999-09-21","0.0","0.0","5.8","0","0"
*,"MACH0013_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0013_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,964,,2000-03-15,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","0","24","","1999-09-21","1999-09-21","0.0","0.0","5.8","0","0"
*,"MACH0014_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0014_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235044,-1.4428,37.4701,"Maize",990003,"SHORT SEASON",1999-07-14,1999-08-13,270,,2000-03-15,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","0","24","","1999-09-21","1999-09-21","0.0","0.0","5.8","0","0"
*,"MACH0019_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0019_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2000-02-14,2000-03-15,104,,2000-08-12,,,"",2,3,0,0,355,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","812","3157","2000-05-02","2000-06-28","2000-06-28","1.2","131.3","184.2","42","0"
*,"MACH0020_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0020_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235034,-1.5160,37.4825,"Maize",990003,"SHORT SEASON",2000-02-14,2000-03-15,104,,2000-08-12,,,"",2,3,0,0,386,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","814","3170","2000-05-02","2000-06-28","2000-06-28","1.2","131.3","184.3","43","0"
*,"MACH0023_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0023_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235033,-1.5135,37.4839,"Maize",990003,"SHORT SEASON",2000-02-14,2000-03-15,92,,2000-08-12,,,"",2,3,0,0,603,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","804","3082","2000-05-02","2000-06-28","2000-06-28","1.2","131.3","186.3","46","0"
*,"MACH0029_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0029_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235033,-1.5094,37.4847,"Maize",990003,"SHORT SEASON",2000-03-15,2000-04-14,133,,2000-08-12,,,"",2,3,0,0,51,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","831","2250","2000-06-05","2000-08-06","2000-08-06","0.8","17.2","86.3","32","0"
*,"MACH0030_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0030_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK10,TOA0235033,-1.5094,37.4847,"Maize",990003,"SHORT SEASON",2000-03-15,2000-04-14,133,,2000-08-12,,,"",2,3,0,0,51,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","831","2250","2000-06-05","2000-08-06","2000-08-06","0.8","17.2","86.3","32","0"
*,"MACH0035_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0035_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1997-02-14,1997-03-16,1619,,1997-09-12,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","2704","5297","1997-05-13","1997-08-05","1997-08-05","0.8","305.4","269.5","39","4"
*,"MACH0036_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0036_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230076,-1.6586,37.2797,"Maize",990003,"SHORT SEASON",1997-02-14,1997-03-16,875,,1997-09-12,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","2704","5297","1997-05-13","1997-08-05","1997-08-05","0.8","305.4","269.5","39","4"
*,"MACH0038_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0038_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0248085,-1.6280,37.2991,"Maize",990003,"SHORT SEASON",1997-02-14,1997-03-16,1615,,1997-08-13,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","2624","4927","1997-05-13","1997-08-05","1997-08-05","0.8","305.4","272.7","37","0"
*,"MACH0040_1",1,"MACHAKOS-1----FIELD","MACHAKOS-1----BASELINE","MACH0040_1","","0XFX",1,"MACHAKOS","1",,,AgMIP,0,MK14,TOA0230107,-1.6706,37.2908,"Maize",990003,"SHORT SEASON",1997-02-14,1997-03-16,1334,,1997-08-13,,,"",2,3,0,0,,,"",DSSAT,"DSSAT MZCER046 Ver. 4.6.0.021 -release","3110","6055","1997-05-13","1997-08-05","1997-08-05","0.9","305.4","274.9","43","4"
